"","id","question","desired_answer","student_answer","score_me","score_other","score_avg","feature","len_ratio"
"314",2.4,"When does C++ create a default constructor?","If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.","when one is not explicitly included by a class",5,5,5,2.24393243168231,0.307692307692308
"315",2.4,"When does C++ create a default constructor?","If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.","When you dont specify any constructors.",5,5,5,1.02573387524318,0.230769230769231
"316",2.4,"When does C++ create a default constructor?","If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.","at the very beginning when you run a complier, matter a fact in C++ it generates its own default constructor for the class provided if no other constructors have been provided by user",5,5,5,2.95750741331626,1.07692307692308
"317",2.5,"How many constructors can be created for a class?","Unlimited number.","Just one per class.",0,0,0,0.673262728141484,2
"318",2.5,"How many constructors can be created for a class?","Unlimited number.","As many as you want so long as they have different parameters.",5,5,5,1.05189635736185,2.5
"319",2.5,"How many constructors can be created for a class?","Unlimited number.","There is no limit to the number of constructors in a class because like functions, constructors can be overloaded.",5,5,5,1.29535275186688,4.5
"320",2.5,"How many constructors can be created for a class?","Unlimited number.","It depends what type of class is being defined.  Typically you would have a constructor call for each object.",1,2,1.5,0.746345536433928,4
"321",2.5,"How many constructors can be created for a class?","Unlimited number.","In C++, the constructor can be overloaded in that there can be more than one constructor for a class, each having different parameters.",5,5,5,2.78323894279258,5
"322",2.5,"How many constructors can be created for a class?","Unlimited number.","1",0,0,0,0.159898667377313,0.5
"323",2.5,"How many constructors can be created for a class?","Unlimited number.","any number you want",5,5,5,2.0357171851887,1
"324",2.5,"How many constructors can be created for a class?","Unlimited number.","One",0,0,0,1.07328819137344,0.5
"325",2.5,"How many constructors can be created for a class?","Unlimited number.","by default just one, but they may be overloaded to create as many constructors as necessary",5,5,5,0.992804529305254,4.5
"326",2.5,"How many constructors can be created for a class?","Unlimited number.","as many as you want",5,5,5,0.97978474085632,1
"327",2.5,"How many constructors can be created for a class?","Unlimited number.","As many as you want, with different parameters.",5,5,5,1.02702174865531,2
"328",2.5,"How many constructors can be created for a class?","Unlimited number.","infinite",5,5,5,0.294983248011261,0.5
"329",2.5,"How many constructors can be created for a class?","Unlimited number.","as many as you need",5,5,5,0.841744081472522,1
"330",2.5,"How many constructors can be created for a class?","Unlimited number.","As many as are needed, depending on how many variables one wishes to directly modify or leave as default when instantiating an object.",5,5,5,0.883583849327674,6.5
"331",2.5,"How many constructors can be created for a class?","Unlimited number.","A very large amount of constructors can be created for any given class through overloading.  When two constructors with a different type or number of parameters are created, they are said to be overloaded, and C++ can recognize which constructor to use based on the type of the variables that are passed/returned.",5,5,5,2.15246243195087,13
"332",2.5,"How many constructors can be created for a class?","Unlimited number.","It depends on the number of objects. Each object should have a constructor.",1,4,2.5,1.54115055198355,2.5
"333",2.5,"How many constructors can be created for a class?","Unlimited number.","Theoretically unlimited, as long as they are defined by the programmer.",5,5,5,1.27846259154363,2.5
"334",2.5,"How many constructors can be created for a class?","Unlimited number.","As many as needed.",5,5,5,0.841744081472522,1
"335",2.5,"How many constructors can be created for a class?","Unlimited number.","as many as wanted/needed",5,5,5,0.499893176309446,1
"336",2.5,"How many constructors can be created for a class?","Unlimited number.","several",4,5,4.5,0.159898667377313,0.5
"337",2.5,"How many constructors can be created for a class?","Unlimited number.","One",0,0,0,1.07328819137344,0.5
"338",2.5,"How many constructors can be created for a class?","Unlimited number.","one",0,0,0,1.07328819137344,0.5
"339",2.5,"How many constructors can be created for a class?","Unlimited number.","There can be infinite constructors as long as the signature is different.",5,5,5,0.793208485445296,3
"340",2.5,"How many constructors can be created for a class?","Unlimited number.","that depends on the number of data members in the class",0,3,1.5,1.14411331777286,2.5
"341",2.5,"How many constructors can be created for a class?","Unlimited number.","one",0,0,0,1.07328819137344,0.5
"342",2.5,"How many constructors can be created for a class?","Unlimited number.","you can overload constructors as you need",5,5,5,0.989295582646162,2
"343",2.5,"How many constructors can be created for a class?","Unlimited number.","As many as the programmer wants to create.",5,5,5,0.799411161855307,2
"344",2.5,"How many constructors can be created for a class?","Unlimited number.","one",0,0,0,1.07328819137344,0.5
"345",2.5,"How many constructors can be created for a class?","Unlimited number.","as many as you want, as long as they each have a unique argument list",5,5,5,0.708873688651722,3
"346",2.5,"How many constructors can be created for a class?","Unlimited number.","as many as the user decides to use.",5,5,5,0.516461246500205,2
"347",2.6,"What is the difference between a function prototype and a function definition?","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","A function definition does not require any additional information that needs to be passed inside its parenthesis  to execute. While a definition prototype requires more than one parameters to be passed in order to complete its  task.",5,3,4,1.30166774439327,1.05555555555556
"348",2.6,"What is the difference between a function prototype and a function definition?","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","The FUNCTION PROTOTYPE is where the programmer declares that he/she is using a function other than main( ). This is like declaring a variable, the programmer knows that he/she will be using in the future, but has yet to say where they are going to use it, or how. This is answers the question who, it gives the function a name and character. The function prototype, by common practice is placed at the beginning of the program after the #includes and before main( ). The FUNCTION DEFINITION is the guts of the function. This is where the programmer decides what the function is going to do and tells it how to do it. It takes whatever information it is given and performs the operations. It works sort of like the brain, the brain takes in input and based upon that input performs in some way producing an output. The function defintion is placed outside of main( ) and any other functions. A function is its own entity and should be thought of as such.",1,4,2.5,1.45228287233532,4.11111111111111
"349",2.6,"What is the difference between a function prototype and a function definition?","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","A function prototype tells the compiler the function name, return type and the number and type of parameters without revealing the implementations contained in the function definition.",5,5,5,2.37636578706632,0.944444444444444
"350",2.6,"What is the difference between a function prototype and a function definition?","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","Function prototype is a declaration.  Function definitions (w/multiple parameters) often require more than one piece of information. to perform their tasks.",3,3,3,1.48151851897656,0.777777777777778
"351",2.6,"What is the difference between a function prototype and a function definition?","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","A function prototype is a declaration of a function that tells the compiler the function's name, its return type and the types of its parameters.",5,5,5,2.46010461105344,0.666666666666667
"352",2.6,"What is the difference between a function prototype and a function definition?","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","A prototype shows only return types and necessary parameters. The definition includes names for those parameters and defines what the object is actually capable of doing.",5,4,4.5,2.86861052895636,0.777777777777778
"353",2.6,"What is the difference between a function prototype and a function definition?","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","prototype only tells the user what data types go into a function and what type is returned.",5,4,4.5,1.64522321064675,0.5
"354",2.6,"What is the difference between a function prototype and a function definition?","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","Function prototype is located in the .h file and only contains the access function name and paramater type.  Function definition contains the code for the function to perform its activity.",4,5,4.5,2.00880048287309,1
"355",2.6,"What is the difference between a function prototype and a function definition?","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","a function prototype is used to reference the compiler to a function that will be defined later on, a function definition is the actual function itself, complete with return type, parameters, etc...",4,4,4,2.5793516252894,1
"356",2.6,"What is the difference between a function prototype and a function definition?","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","A function prototype describes a class's public interface without revealing the class's member function implementations",5,4,4.5,1.30513193006636,0.666666666666667
"357",2.6,"What is the difference between a function prototype and a function definition?","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","Function definitions are just that, the definition. The prototype is what the compiler uses to check that calls to function are correct.",1,3,2,1.40608091186104,0.611111111111111
"358",2.6,"What is the difference between a function prototype and a function definition?","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","a prototype does not include any actual code where the function has all the code that is executed in the program.",3,3,3,1.91050784801402,0.444444444444444
"359",2.6,"What is the difference between a function prototype and a function definition?","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","a prototype declares what will be used in the program and the definition",3,3,3,1.4572405163144,0.333333333333333
"360",2.6,"What is the difference between a function prototype and a function definition?","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","A function prototype lays out the name, return type, and the number and types of parameters the function expects to receive in a certain order.  The details for function prototypes are in the function definition.",5,5,5,2.00139989260461,1.05555555555556
"361",2.6,"What is the difference between a function prototype and a function definition?","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","A function definition is the code that defines the function placed in the {} brackets that determines that function's operation.  A function prototype shows the function's public interface without exposing implementation.  It shows name, return type and type of paramaters.",5,5,5,2.30974793602868,1.38888888888889
"362",2.6,"What is the difference between a function prototype and a function definition?","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","A function prototype is just a declaration of the function existing, and cant be used as an actual function. A function has to be created with a definition within to tell the compiler what the function does.",3,4,3.5,1.70704482044186,0.944444444444444
"363",2.6,"What is the difference between a function prototype and a function definition?","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","the Prototype creates a framework to call the function definition. While a function definition is where the function is actually programmed out and created into a final product.",5,4,4.5,1.51534366671268,0.777777777777778
"364",2.6,"What is the difference between a function prototype and a function definition?","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","A function prototype describes the class's public interface without providing how the function works. A function definition contains the inner workings of the function.",5,4,4.5,1.47143761933285,0.888888888888889
"365",2.6,"What is the difference between a function prototype and a function definition?","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","prototype states all functions in that class before compilation, where the definition actually holds the source for the functions",3,4,3.5,1.64745268204531,0.555555555555556
"366",2.6,"What is the difference between a function prototype and a function definition?","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","Function prototypes tell the compiler the function names, its return type, and the types of its parameters where as, function definitions actually implement the member functions.",5,5,5,2.68693227262551,0.888888888888889
"367",2.6,"What is the difference between a function prototype and a function definition?","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","A function prototype just specifies parameters.  A function definition includes parameters and a code body.",4,4,4,2.3488275207692,0.611111111111111
"368",2.6,"What is the difference between a function prototype and a function definition?","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","Function prototypes describe the class's public interface",5,4,4.5,1.31713574440514,0.333333333333333
"369",2.6,"What is the difference between a function prototype and a function definition?","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","A prototype only declares name, return type, and input type. A definition also defines the scope, variables, process, and return function ",4,5,4.5,2.43627924436873,0.833333333333333
"370",2.6,"What is the difference between a function prototype and a function definition?","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","a function prototype simply declares the functions parameters, the function definition includes any necessary variables and the function's actual code",4,4,4,2.20088421770046,0.777777777777778
"371",2.6,"What is the difference between a function prototype and a function definition?","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","A functgion prototype is a declaration of a function , while function definition specifies what a function does",3,4,3.5,1.50886315206549,0.444444444444444
"372",2.6,"What is the difference between a function prototype and a function definition?","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","in a function prototype you include the return type, the name of the function, and its parameters if any are needed.  in a function definition you write the code of what the function will do. ",5,5,5,2.56659512158296,0.833333333333333
"373",2.6,"What is the difference between a function prototype and a function definition?","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","A function definition contains all the code for a function to work. A function prototype just shows the output, input and function name.",5,4,4.5,1.74379479199561,0.777777777777778
"374",2.6,"What is the difference between a function prototype and a function definition?","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","function prototype describe the class's public interface without revealing   the class's member function implementations,  function definitions show what   implementations are being done",5,4,4.5,1.4945923909448,0.944444444444444
"375",2.6,"What is the difference between a function prototype and a function definition?","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","A function prototype only names the function, its return type, and it's argument list, while a definition defines the above as well as what the function actually does.",5,5,5,2.70777031144739,0.722222222222222
"376",2.6,"What is the difference between a function prototype and a function definition?","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.","function prototype describes a classes interface without reviling whatever is inside as for the function definition can't do that.",5,4,4.5,1.40274385732467,0.666666666666667
"377",2.7,"What is the role of a header-file?","To store a class interface, including data members and member function prototypes.","the role of a header file list all the functions a class can do while hiding the inner workings of its functions",5,4,4.5,1.46327024635087,1.22222222222222
"378",2.7,"What is the role of a header-file?","To store a class interface, including data members and member function prototypes.","The main role of header file is it is used to share information among various files.",3,3,3,1.10581783147402,1.11111111111111
"379",2.7,"What is the role of a header-file?","To store a class interface, including data members and member function prototypes.","Header files separate files in which classes are defined and allow the compiler to recognize classes when used elsewhere.",4,3,3.5,1.70443877284265,1.33333333333333
"380",2.7,"What is the role of a header-file?","To store a class interface, including data members and member function prototypes.","No",0,0,0,0,0
"381",2.7,"What is the role of a header-file?","To store a class interface, including data members and member function prototypes.","A header file consists of ""reusable"" source code such as a class in a file that by convention has a .h filename extension. This differs from .cpp files that contain ""source-code.""",4,3,3.5,1.76689468715927,1.88888888888889
"382",2.7,"What is the role of a header-file?","To store a class interface, including data members and member function prototypes.","To provide information about the contents of a library. It includes the definition of classes, declarations of functions, data types, and constants.",5,4,4.5,1.4293883095817,1.33333333333333
"383",2.7,"What is the role of a header-file?","To store a class interface, including data members and member function prototypes.","the header file shows the user what types go into and come out of a function but does not allow a user to manipulate the actual code for the function.",5,4,4.5,1.26740448383354,1.55555555555556
"384",2.7,"What is the role of a header-file?","To store a class interface, including data members and member function prototypes.","Header files declares the class member functions.",3,4,3.5,2.28206478691799,0.666666666666667
"385",2.7,"What is the role of a header-file?","To store a class interface, including data members and member function prototypes.","A header file allows for the separation of declaration and implementation into separate files.",5,3,4,1.31550708811988,0.888888888888889
"386",2.7,"What is the role of a header-file?","To store a class interface, including data members and member function prototypes.","the header file has access to the C++ Standard Library and makes certain classes like class string work.",0,3,1.5,2.63328644928991,1.44444444444444
"387",2.7,"What is the role of a header-file?","To store a class interface, including data members and member function prototypes.","“Instruct” the compiler on how to interface with library and user-written components.",2,3,2.5,0.744659463183591,0.666666666666667
"388",2.7,"What is the role of a header-file?","To store a class interface, including data members and member function prototypes.","create a comon area to contain reusable functions.",3,3,3,0.704260858005022,0.666666666666667
"389",2.7,"What is the role of a header-file?","To store a class interface, including data members and member function prototypes.","to declare the functions being used in the classes",3,3,3,1.54819965046932,0.444444444444444
"390",2.7,"What is the role of a header-file?","To store a class interface, including data members and member function prototypes.","#include ""hat.h""  allows the use of the hat container, so called from the act of pulling names from a hat.  The header file for hat includes functions for storage and retrieval of it's contents, mainly put(), peek(), and pull().",0,3,1.5,1.49733099530161,2.55555555555556
"391",2.7,"What is the role of a header-file?","To store a class interface, including data members and member function prototypes.","To hold reusable content or modules separate from the actual  source-code file that can be easily referenced and employed for different programs.",5,3,4,0.779677897734921,1.55555555555556
"392",2.7,"What is the role of a header-file?","To store a class interface, including data members and member function prototypes.","a header file is a file used to store a list of prototye functions and data members.",5,5,5,2.39697062124709,1.11111111111111
"393",2.7,"What is the role of a header-file?","To store a class interface, including data members and member function prototypes.","A header file is a cross communication method between source files, to help limit the size of each individual program. Without header files a program will be 1 large lump of code and thus fairly hard to debug and traverse.",3,4,3.5,0.865994476411086,2.88888888888889
"394",2.7,"What is the role of a header-file?","To store a class interface, including data members and member function prototypes.","It contains reusable source code for use by other classes.",3,3,3,1.27121551133895,0.666666666666667
"395",2.7,"What is the role of a header-file?","To store a class interface, including data members and member function prototypes.","to separate the source code from the main function, allows the methods/classes to be included in the program without direct coding. allows re usability.",4,3,3.5,1.49097488926675,1.66666666666667
"396",2.7,"What is the role of a header-file?","To store a class interface, including data members and member function prototypes.","Header files have reusable source code in a file that a programer can use.",3,2,2.5,1.54695165430713,1
"397",2.7,"What is the role of a header-file?","To store a class interface, including data members and member function prototypes.","To hide the definition and details of a class.  Also to help readability of the main C++ file.",4,3,3.5,2.67888584304116,1.11111111111111
"398",2.7,"What is the role of a header-file?","To store a class interface, including data members and member function prototypes.","To allow the compiler to recognize the classes when used elsewhere.",3,4,3.5,1.15939089807669,0.666666666666667
"399",2.7,"What is the role of a header-file?","To store a class interface, including data members and member function prototypes.","A header file declares a class, its data, and functions available through that class.",5,3,4,2.07441223609929,0.888888888888889
"400",2.7,"What is the role of a header-file?","To store a class interface, including data members and member function prototypes.","header files contain code which can be used in multiple files",3,3,3,1.48065690176873,0.888888888888889
"401",2.7,"What is the role of a header-file?","To store a class interface, including data members and member function prototypes.","Allow compiler to recognize the classes when used elsewhere",3,3,3,1.15939089807669,0.666666666666667
"402",2.7,"What is the role of a header-file?","To store a class interface, including data members and member function prototypes.","Allow compiler to recognize the classes when used elsewhere",3,4,3.5,1.15939089807669,0.666666666666667
"403",2.7,"What is the role of a header-file?","To store a class interface, including data members and member function prototypes.","To promote function reusuablitly",3,3,3,0.632078705893717,0.333333333333333
"404",2.7,"What is the role of a header-file?","To store a class interface, including data members and member function prototypes.","class definitions are placed here",3,3,3,0.699944105640786,0.333333333333333
"405",2.7,"What is the role of a header-file?","To store a class interface, including data members and member function prototypes.","A header file usually contains class and/or function prototypes.",4,5,4.5,1.97735698070245,0.888888888888889
"406",2.7,"What is the role of a header-file?","To store a class interface, including data members and member function prototypes.","contains all the standard C++ library's i.e. string",0,2,1,2.7642659971931,0.666666666666667
"407",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","It includes the name of the program, the type of parameters it can take. It should also include a brief description of what the function does.",4,5,4.5,2.47346922058632,3
"408",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","it includes the specific information about the function such as input and output variable types and how many of each.",1,5,3,1.84564799105463,2.25
"409",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","The function signature includes the name of the function and the types of its arguments.",5,5,5,3.3047175225099,1.75
"410",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","A function signature consists of the function prototype.  This tells you the general information about a function, its name, parameters, what scope it is in, and other miscellaneous information.",4,5,4.5,2.12470845231749,3.5
"411",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","It includes the name of the function and the types of its arguments.",5,5,5,3.44864877378478,1.25
"412",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","Name, paramaters, scope, and other general function information",4,5,4.5,1.82976238758051,1.5
"413",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","It includes a function name and parameter list. Does not include return type. Function signatures must be different.",5,5,5,2.96999416761969,3
"414",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","input parameters and return type",1,5,3,2.52420612337342,1
"415",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","The portion of the function prototyp tha has the function name and the arguments but NOT the return type.",5,5,5,2.76981010235541,2.25
"416",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","Name of the function and the types of it's arguments",5,5,5,3.50615051156199,1
"417",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","The name of the function and the types of its arguments.",5,5,5,3.50615051156199,1
"418",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","Includes the name of the function and the types of its arguments.",5,5,5,3.44864877378478,1.25
"419",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","identification of a function and the data types of its parameters, it has the name, and the data type variables ",5,5,5,2.76725746201221,2.25
"420",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","a return type, and input parameters",1,5,3,2.52420612337342,1
"421",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","The function signature includes the method name and the input types.",5,5,5,2.65730497566172,1.75
"422",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","A function signature includes the name of the function and types of arguments, but not the return type.  ",5,5,5,3.32568322591272,2.25
"423",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","The signature can include a result type and thrown errors.",1,3,2,1.2778115047974,1.75
"424",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","function name, and input paramaters",5,5,5,2.10994862406643,1
"425",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","The name of the function and the types of its arguments. This includes the number, type, and order the parameters appear in.",5,5,5,3.10526098241475,2.5
"426",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","the name of the function and the types of its arguments",5,5,5,3.50615051156199,1
"427",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","A function signature includes the name of the function and the types of its arguments",5,5,5,3.3047175225099,1.75
"428",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","A function signature includes a function's return type, parameters and semi-colon.",1,5,3,2.81676412052258,2
"429",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","the name of the function and the types of its arguments",5,5,5,3.50615051156199,1
"430",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","the function's name and parameters",5,5,5,3.37674580175576,0.75
"431",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","The name of the function and the types of its arguments.",5,5,5,3.50615051156199,1
"432",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","The portion of a function prototype that includes the name of the function and the types of its arguments",5,5,5,2.99532935234361,2
"433",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","the name of the function and its parameters",5,5,5,3.37674580175576,0.75
"434",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","The function name and parameters",5,5,5,3.37674580175576,0.75
"435",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","name of function and types of arguments",5,5,5,3.50615051156199,1
"436",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","a function's return type and parameter list",1,5,3,2.84629973496381,1.25
"437",3.1,"What does a function signature include?","The name of the function and the types of the parameters.","it includes the name of the function, and the types of its arguments. it does not specify the function return type. Function in the same scope must have unqiue signatures. ",5,5,5,2.76450085922439,3.5
"469",3.3,"How does the compiler handle inline functions?","It makes a copy of the function code in every place where a function call is made.","It expands the function's definition in that place.  Once the functions is called you can use it as many times as you need.  The compiler just expands on the function.",4,5,4.5,1.72023485666245,1.66666666666667
"470",3.3,"How does the compiler handle inline functions?","It makes a copy of the function code in every place where a function call is made.","When the compiler inline-expands a function call, the function's code gets inserted into the caller's code stream (conceptually similar to what happens with a #define macro). This can, depending on a zillion other things, improve performance, because the optimizer can procedurally integrate the called code — optimize the called code into the caller.   ",4,5,4.5,1.60157705850426,3.66666666666667
"471",3.3,"How does the compiler handle inline functions?","It makes a copy of the function code in every place where a function call is made.","The inline keyword advises the compiler to copy the function's code in place to avoid function calls; however the compiler can and typically does ignore the inline qualifier for all but the smallest functions.",5,5,5,2.53830494101636,2.22222222222222
"472",3.3,"How does the compiler handle inline functions?","It makes a copy of the function code in every place where a function call is made.","The compiler can ignore the inline qualifier and typically does so for all but the smallest functions.",2,4,3,1.66127306759884,0.888888888888889
"473",3.3,"How does the compiler handle inline functions?","It makes a copy of the function code in every place where a function call is made.","Placing the qualifier inline before a function's return type in the function definition ""advises"" the compiler to generate a copy of the function's code in place to avoid a function call.",5,5,5,2.39046582553155,2
"474",3.3,"How does the compiler handle inline functions?","It makes a copy of the function code in every place where a function call is made.","You declare your inline function in the header or before your int main(). You then can call that function at anytime in your main program quickly and easily.",0,4,2,1.32383797992215,1.55555555555556
"475",3.3,"How does the compiler handle inline functions?","It makes a copy of the function code in every place where a function call is made.","It expands a small function out... making your code longer, but also makes it run faster.",4,4,4,1.81054500318186,1.11111111111111
"476",3.3,"How does the compiler handle inline functions?","It makes a copy of the function code in every place where a function call is made.","the function is not treated as a separate unit like other functions",4,3,3.5,0.714074544423677,0.666666666666667
"477",3.3,"How does the compiler handle inline functions?","It makes a copy of the function code in every place where a function call is made.","When the program compiles,it will copy the function inplace, avoiding a function call.",5,5,5,1.79597283221958,1
"478",3.3,"How does the compiler handle inline functions?","It makes a copy of the function code in every place where a function call is made.","It replaces all instances of that function call with the inline code itself, resulting in longer but faster programs.",5,5,5,1.65029587150349,1.11111111111111
"479",3.3,"How does the compiler handle inline functions?","It makes a copy of the function code in every place where a function call is made.","The compiler can ignore the inline qualifier and typically does so for all but the smallest functions.",2,4,3,1.66127306759884,0.888888888888889
"480",3.3,"How does the compiler handle inline functions?","It makes a copy of the function code in every place where a function call is made.","Ignores the inline qualifier and typically does so for all but the smallest functions.",2,4,3,1.45983632571968,0.666666666666667
"481",3.3,"How does the compiler handle inline functions?","It makes a copy of the function code in every place where a function call is made.","If the function is small enough it will expand it but it will run faster as it will avoid making so many calls to the function.",5,4,4.5,1.84155340846636,1.55555555555556
"482",3.3,"How does the compiler handle inline functions?","It makes a copy of the function code in every place where a function call is made.","it treats them as the same function",2,2,2,0.990338220048495,0.222222222222222
"483",3.3,"How does the compiler handle inline functions?","It makes a copy of the function code in every place where a function call is made.","Inline functions are copied in place, instead of being referenced.",5,5,5,1.89382167438852,0.666666666666667
"484",3.3,"How does the compiler handle inline functions?","It makes a copy of the function code in every place where a function call is made.","For inline functions, the compiler creates a copy of the function's code in place so it doesn't have to make a function call and add to the function call stack.",5,5,5,2.5392119084991,1.77777777777778
"485",3.3,"How does the compiler handle inline functions?","It makes a copy of the function code in every place where a function call is made.","it generates a copy of the function's coding which eliminates calling the function",5,5,5,2.25837626730686,0.777777777777778
"486",3.3,"How does the compiler handle inline functions?","It makes a copy of the function code in every place where a function call is made.","not answered",0,0,0,0.126611537639602,0.111111111111111
"487",3.3,"How does the compiler handle inline functions?","It makes a copy of the function code in every place where a function call is made.","It generates a copy of the function's code by by inserting it in the program.",4,5,4.5,2.00013040707268,0.666666666666667
"488",3.3,"How does the compiler handle inline functions?","It makes a copy of the function code in every place where a function call is made.","tells the compiler to make a copy of function's code in place to avoid a function call.  it typically ignores it, except for the smallest functions.",5,5,5,2.70324837712149,1.66666666666667
"489",3.3,"How does the compiler handle inline functions?","It makes a copy of the function code in every place where a function call is made.","The compiler can ignore the inline qualifier and typically does so for all but the smallest functions.",2,2,2,1.66127306759884,0.888888888888889
"490",3.3,"How does the compiler handle inline functions?","It makes a copy of the function code in every place where a function call is made.","Multiple copies of the function code are inserted into the program, making it bigger.",4,5,4.5,2.03963295754144,0.888888888888889
"491",3.3,"How does the compiler handle inline functions?","It makes a copy of the function code in every place where a function call is made.","compiler ignores inline qualifier",2,3,2.5,1.08742960720757,0.444444444444444
"492",3.3,"How does the compiler handle inline functions?","It makes a copy of the function code in every place where a function call is made.","It generates a copy of the function, if it is needed again.",2,5,3.5,1.55563082133198,0.444444444444444
"493",3.3,"How does the compiler handle inline functions?","It makes a copy of the function code in every place where a function call is made.","The complier includes copies of inline functions instead of making function calls, but usually only with very small functions.",5,5,5,2.05777817982687,1.33333333333333
"494",3.3,"How does the compiler handle inline functions?","It makes a copy of the function code in every place where a function call is made.","Compiler generate a copy of the function's code in place (when appropriate) to avoid a function call",5,5,5,2.5710942112963,1.11111111111111
"495",3.3,"How does the compiler handle inline functions?","It makes a copy of the function code in every place where a function call is made.","instead of calling the function every time it is invoked, the compiler will replace the function call with a copy of the function body",5,5,5,2.01070005864623,1.55555555555556
"496",3.3,"How does the compiler handle inline functions?","It makes a copy of the function code in every place where a function call is made.","Expands the function into the program",4,4,4,1.3042828034507,0.333333333333333
